Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2009-09-10,2009091000,3,1,1.0,10:21,11,3321.0,27.0,TEN,30.0,30.0,10,12,0.0,0.0,PIT,TEN,"(10:21) W.Parker right guard to TEN 31 for -1 yards (J.Jones, S.Tulloch).",1,-1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,W.Parker,00-0022250,1,right,guard,,None,0,,,,J.Jones,S.Tulloch,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0013047329068044,0.0463321789032155,8.31020809560321e-05,0.0711802983697192,0.3633903391345583,0.0029961155786525,0.5147132330260938,0.0,0.0,4.061731050284044,-0.542287421985618,,,0.6151587923927828,0.3848412076072172,0.5978220252278436,0.4021779747721564,0.6151587923927828,-0.0173367671649392,,,2009
2009-09-10,2009091000,3,1,2.0,09:43,10,3283.0,38.0,TEN,31.0,31.0,11,21,0.0,0.0,PIT,TEN,(9:43) B.Roethlisberger pass short right to H.Miller to TEN 22 for 9 yards (C.Hope).,1,9,0,0,,,,0,0,,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,-2,11,0,right,0,,,None,0,,,H.Miller,00-0023465,1,,,,C.Hope,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0017193114879436,0.0574957102941875,0.00021091956149775016,0.0900603599694149,0.4036093507055133,0.0032766739793504,0.4436276740020925,0.0,0.0,3.5194436282984256,0.2500462548703561,-0.9793138231252744,1.2293600779956306,0.5978220252278436,0.4021779747721564,0.6075205447477791,0.3924794552522209,0.5978220252278436,0.0096985195199355,-0.031783480926612,0.0414820004465475,2009
2009-09-10,2009091000,3,1,3.0,09:01,10,3241.0,42.0,TEN,22.0,22.0,2,2,0.0,0.0,PIT,TEN,(9:01) B.Roethlisberger sacked at TEN 41 for -19 yards (J.Jones).,1,-19,0,0,,,,0,0,,Sack,,00-0022924,0,,,0,0,1,,0,,,None,0,,,,None,0,,,,J.Jones,,,,0,,,1,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0016371608353862,0.0417932401536149,0.00012571053868712191,0.0662042457796491,0.4647481943997545,0.0028267952170149,0.422664653075893,0.0,0.0,3.7694898831687818,-3.0121469919172554,,,0.6075205447477791,0.3924794552522209,0.5140753205744593,0.4859246794255407,0.6075205447477791,-0.0934452241733198,,,2009
2009-09-10,2009091000,3,1,4.0,08:25,9,3205.0,36.0,TEN,41.0,41.0,21,2,0.0,1.0,PIT,TEN,"(8:25) (Punt formation) D.Sepulveda punts 30 yards to TEN 11, Center-G.Warren, fair catch by C.Finnegan.",1,0,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,Fair Catch,C.Finnegan,,,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0045468607165832,0.1351021746263588,0.0015840179415085,0.2005381852974216,0.5016962913737246,0.006246283267285,0.1502861867771181,0.0,0.0,0.7573428912515263,-0.3119249392698635,,,0.5140753205744593,0.4859246794255407,0.5210725149604245,0.4789274850395755,0.5140753205744593,0.0069971943859652,,,2009
2009-09-10,2009091000,4,1,1.0,08:20,9,3200.0,5.0,TEN,11.0,89.0,10,70,0.0,1.0,TEN,PIT,"(8:20) C.Johnson right end to TEN 43 for 32 yards (T.Polamalu). PENALTY on PIT-T.Polamalu, Unnecessary Roughness, 15 yards, enforced at TEN 43.",1,32,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Johnson,00-0026164,1,right,end,,None,0,,,,T.Polamalu,,,,0,,,0,0,,1,PIT,,T.Polamalu,15,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0086678123109521,0.2066771124055741,0.0130722018714557,0.3188168165691949,0.1800519880207304,0.0033357881709009,0.2693782806511917,0.0,0.0,-0.4454179519816628,3.9492579228643647,,,0.5210725149604245,0.4789274850395755,0.3992727641241918,0.6007272358758082,0.4789274850395755,0.1217997508362326,,,2009
2009-09-10,2009091000,4,1,1.0,07:57,8,3177.0,23.0,PIT,42.0,42.0,10,67,0.0,1.0,TEN,PIT,(7:57) K.Collins pass deep left to B.Scaife to PIT 22 for 20 yards (T.Polamalu).,1,20,0,0,,,,0,0,,Pass,K.Collins,00-0003292,1,Complete,Deep,16,4,0,left,0,,,None,0,,,B.Scaife,00-0023612,1,,,,T.Polamalu,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0033169126823455,0.0668850844878689,0.00024717907062228416,0.1023772171490748,0.338072008382932,0.0032594220415623,0.4858421761855938,0.0,0.0,3.503839970882702,0.8649452962414474,0.7274142973598177,0.1375309988816297,0.3992727641241917,0.6007272358758082,0.3687968817568767,0.6312031182431233,0.6007272358758082,0.030475882367315,0.024893932160063,0.0055819502072519,2009
2009-09-10,2009091000,4,1,1.0,07:24,8,3144.0,33.0,PIT,22.0,22.0,10,70,0.0,0.0,TEN,PIT,(7:24) C.Johnson left end to PIT 19 for 3 yards (R.Clark).,1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Johnson,00-0026164,1,left,end,,None,0,,,,R.Clark,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0020548981535084,0.0351130543224438,3.874037243368755e-05,0.0535210747046953,0.3755914733865461,0.0027380599626059,0.5309426990977665,0.0,0.0,4.368785267124149,-0.2344897703374515,,,0.3687968817568767,0.6312031182431233,0.3761942167197958,0.6238057832802042,0.6312031182431233,-0.007397334962919,,,2009
2009-09-10,2009091000,4,1,2.0,06:57,7,3117.0,27.0,PIT,19.0,19.0,7,70,0.0,0.0,TEN,PIT,"(6:57) K.Collins pass incomplete short right to A.Crumpler. Coverage by #56 Woodley, #22 Gay.",1,0,0,0,,,,0,0,,Pass,K.Collins,00-0003292,1,Incomplete Pass,Short,3,0,0,right,0,,,None,0,,,A.Crumpler,00-0020285,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0022584439529726,0.0357895203956344,6.816339399672327e-05,0.0553134516857324,0.4258055297064981,0.0027552557227864,0.4780096351423793,0.0,0.0,4.134295496786698,-0.7264281080332782,-0.4528108052328745,-0.2736173028004036,0.3761942167197958,0.6238057832802042,0.4006570005487139,0.5993429994512861,0.6238057832802042,-0.024462783828918,-0.0152865440472353,-0.0091762397816826,2009
2009-09-10,2009091000,4,1,3.0,06:52,7,3112.0,5.0,PIT,19.0,19.0,7,70,0.0,0.0,TEN,PIT,(6:52) (Shotgun) K.Collins pass incomplete short right to B.Scaife (T.Polamalu).,1,0,0,0,,,,0,0,,Pass,K.Collins,00-0003292,1,Incomplete Pass,Short,1,0,0,right,0,,,None,0,,,B.Scaife,00-0023612,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0026139009450987,0.0434470262394491,0.00011640146109683525,0.0704158982290798,0.5336599746600982,0.0035709910478029,0.3461758074173742,0.0,0.0,3.40786738875342,-0.92083218112561,-0.9580441790299346,0.0372119979043246,0.4006570005487139,0.5993429994512861,0.4304906370406384,0.5695093629593616,0.5993429994512861,-0.0298336364919244,-0.0309815469991631,0.0011479105072386,2009
2009-09-10,2009091000,4,1,4.0,06:48,7,3108.0,4.0,PIT,19.0,19.0,7,70,0.0,1.0,TEN,PIT,"(6:48) (Field Goal formation) R.Bironas 37 yard field goal is No Good, Wide Right, Center-K.Amato, Holder-C.Hentrich.",1,0,0,0,,,,0,0,,Field Goal,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,No Good,37.0,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0011966053409229,0.0299000307568191,0.0004407948703982769,0.0442360713545977,0.8950157926700414,0.0004505847878840409,0.0287601202193365,0.0,0.0,2.4870352076278097,-3.632243393661056,,,0.4304906370406384,0.5695093629593616,0.5284210580779152,0.4715789419220848,0.5695093629593616,-0.0979304210372767,,,2009
2009-09-10,2009091000,5,1,1.0,06:44,7,3104.0,4.0,PIT,27.0,73.0,10,1,0.0,0.0,PIT,TEN,"(6:44) R.Mendenhall up the middle to PIT 28 for 1 yard (J.Ford, K.Vickerson).",1,1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,R.Mendenhall,00-0026163,1,middle,end,,None,0,,,,J.Ford,K.Vickerson,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0096292954256354,0.1515936448926543,0.0036417157866472,0.2324507665005905,0.2416378361777772,0.0035625558523124,0.3574841853643829,0.0,0.0,1.1452081860332457,-0.5939711731834723,,,0.5284210580779152,0.4715789419220848,0.5110822448546705,0.4889177551453295,0.5284210580779152,-0.0173388132232447,,,2009
2009-09-10,2009091000,5,1,2.0,06:09,7,3069.0,35.0,PIT,28.0,72.0,9,3,0.0,0.0,PIT,TEN,(6:09) R.Mendenhall up the middle to PIT 30 for 2 yards (K.Bulluck).,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,R.Mendenhall,00-0026163,1,middle,end,,None,0,,,,K.Bulluck,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0112557200575734,0.1716148646821426,0.0043783575264867,0.263104392763461,0.2278679818019443,0.0038971312582348,0.317881551910157,0.0,0.0,0.5512370128497734,-0.6326176310574916,,,0.5110822448546705,0.4889177551453295,0.4918905142971289,0.5081094857028711,0.5110822448546705,-0.0191917305575415,,,2009
2009-09-10,2009091000,5,1,3.0,05:27,6,3027.0,42.0,PIT,30.0,70.0,7,-6,0.0,0.0,PIT,TEN,(5:27) (Shotgun) B.Roethlisberger sacked at PIT 21 for -9 yards (T.Brown).,1,-9,0,0,,,,0,0,,Sack,,00-0022924,0,,,0,0,1,,0,,,None,0,,,,None,0,,,,T.Brown,,,,0,,,1,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0129329204834709,0.1964265878142383,0.0046082600498554,0.2976327689923441,0.1991678798997511,0.0043159341481033,0.2849156486122366,0.0,0.0,-0.0813806182077181,-2.5231803037397595,,,0.4918905142971289,0.5081094857028711,0.4139938689073641,0.5860061310926359,0.4918905142971289,-0.0778966453897648,,,2009
2009-09-10,2009091000,5,1,4.0,05:02,6,3002.0,25.0,PIT,21.0,79.0,16,-6,0.0,1.0,PIT,TEN,"(5:02) (Punt formation) D.Sepulveda punts 53 yards to TEN 26, Center-G.Warren, downed by PIT-A.Harrison.",1,0,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.015673774325219,0.3044185036611455,0.0085841049712231,0.4313707356739538,0.0776459707896852,0.0047256675448776,0.1575812430338957,0.0,0.0,-2.6045609219474777,1.526353748804502,,,0.4139938689073641,0.5860061310926359,0.4752510875314073,0.5247489124685927,0.4139938689073641,0.0612572186240432,,,2009
2009-09-10,2009091000,6,1,1.0,04:49,5,2989.0,13.0,TEN,26.0,74.0,10,10,0.0,1.0,TEN,PIT,(4:49) K.Collins pass short left to B.Scaife to TEN 36 for 10 yards (J.Farrior).,1,10,0,0,,,,0,0,,Pass,K.Collins,00-0003292,1,Complete,Short,1,9,0,left,0,,,None,0,,,B.Scaife,00-0023612,1,,,,J.Farrior,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0155148860549709,0.1533485491843043,0.0039067362630118,0.2341543395046199,0.2371979866553472,0.0035179613152022,0.3523595410225437,0.0,0.0,1.0782071731429757,0.9028884115475924,-0.6014178078401349,1.5043062193877272,0.4752510875314073,0.5247489124685927,0.4489983889749857,0.5510016110250143,0.5247489124685927,0.0262526985564216,-0.0181347236203892,0.0443874221768109,2009
2009-09-10,2009091000,6,1,1.0,04:27,5,2967.0,22.0,TEN,36.0,64.0,10,14,0.0,1.0,TEN,PIT,"(4:27) K.Collins pass deep right to J.Gage to PIT 40 for 24 yards (W.Gay). PENALTY on TEN-D.Stewart, Illegal Formation, 5 yards, enforced at TEN 36 - No Play.",1,24,0,0,,,,0,0,,No Play,K.Collins,None,1,Complete,Deep,0,0,0,right,0,,,None,0,,,J.Gage,None,1,,,,W.Gay,,,,0,,,0,0,,1,TEN,Illegal Formation,D.Stewart,5,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0136286470102674,0.1212618722651767,0.0016878357651891,0.1847342612652657,0.2729551419283209,0.0035188832544174,0.4022133585113627,0.0,0.0,1.981095584690568,-0.6631724089549444,,,0.4489983889749857,0.5510016110250143,0.4705665725223731,0.5294334274776269,0.5510016110250143,-0.0215681835473874,,,2009
2009-09-10,2009091000,6,1,1.0,04:07,5,2947.0,20.0,TEN,31.0,69.0,15,14,0.0,0.0,TEN,PIT,(4:07) K.Collins pass short left to B.Scaife to TEN 40 for 9 yards (K.Fox).,1,9,0,0,,,,0,0,,Pass,K.Collins,00-0003292,1,Complete,Short,7,2,0,left,0,,,None,0,,,B.Scaife,00-0023612,1,,,,K.Fox,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0162931623115537,0.1420504730555217,0.0027044920160276,0.2163299488310068,0.2688339949640071,0.003844853178782,0.3499430756431009,0.0,0.0,1.3179231757356236,0.5754649274598937,0.2595577627734566,0.3159071646864371,0.4705665725223731,0.5294334274776269,0.4546331046880488,0.5453668953119511,0.5294334274776269,0.0159334678343242,0.0074622436899827,0.0084712241443415,2009
2009-09-10,2009091000,6,1,2.0,03:45,4,2925.0,22.0,TEN,40.0,60.0,6,17,0.0,0.0,TEN,PIT,"(3:45) L.White right guard to TEN 43 for 3 yards (B.Keisel, C.Hampton).",1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,L.White,00-0024260,1,right,guard,,None,0,,,,B.Keisel,C.Hampton,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0155671369062699,0.1235275190941631,0.0016493692751482,0.1872026154691285,0.2769483055214279,0.0037785170778232,0.391326536656039,0.0,0.0,1.893388103195517,-0.2194037198153458,,,0.4546331046880488,0.5453668953119511,0.464664064107103,0.535335935892897,0.5453668953119511,-0.0100309594190541,,,2009
2009-09-10,2009091000,6,1,3.0,03:06,4,2886.0,39.0,TEN,43.0,57.0,3,25,0.0,1.0,TEN,PIT,(3:06) (Shotgun) K.Collins pass short right to J.Gage to PIT 49 for 8 yards (J.Farrior).,1,8,0,0,,,,0,0,,Pass,K.Collins,00-0003292,1,Complete,Short,5,3,0,right,0,,,None,0,,,J.Gage,00-0021982,1,,,,J.Farrior,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0177153648724714,0.1320246106194302,0.0017607105606254,0.1990063421846159,0.2652742929963402,0.0037459197405227,0.3804727590259941,0.0,0.0,1.6739843833801715,1.4403735992494444,1.2393049150233837,0.2010686842260609,0.464664064107103,0.535335935892897,0.4220344097825906,0.5779655902174093,0.535335935892897,0.0426296543245123,0.0387819059455,0.0038477483790123,2009
